Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Sampling,Bias_type,RUL
1,48.23007952,84.08134697,28.5,102.7,10,b,177.3131368
1,44.06492297,84.17212344,28.6,102.6,10,b,177.3131368
1,17.1708675,83.70919658,28.7,102.5,10,b,177.3131368
1,52.56155276,83.71826564,28.8,102.4,10,b,177.3131368
1,18.95204113,84.15396079,28.9,102.3,10,b,177.3131368
1,2.564526068,84.1811925,29,102.2,10,b,177.3131368
1,47.53756871,84.07227792,29.1,102.1,10,b,177.3131368
1,23.28402915,84.10857869,29.2,102,10,b,177.3131368
1,53.89301726,84.23565593,29.3,101.9,10,b,177.3131368
1,34.14334146,84.16304212,29.4,101.8,10,b,177.3131368
1,23.87615776,84.07227792,29.5,101.7,10,b,177.3131368
1,34.64831966,84.16304212,29.6,101.6,10,b,177.3131368
1,12.92541179,84.65320069,29.7,101.5,10,b,177.3131368
1,36.08624233,84.38089583,29.8,101.4,10,b,177.3131368
1,32.27663099,84.21750554,29.9,101.3,10,b,177.3131368
1,17.61242096,84.14489173,30,101.2,10,b,177.3131368
1,24.50254954,84.4171966,30.1,101.1,10,b,177.3131368
1,43.50102483,84.19027383,30.2,101,10,b,177.3131368
1,41.71865174,84.00873316,30.3,100.9,10,b,177.3131368
1,54.45103834,84.02688355,30.4,100.8,10,b,177.3131368
1,36.52753015,83.80904211,30.5,100.7,10,b,177.3131368
1,73.88332814,84.08134697,30.6,100.6,10,b,177.3131368
1,40.18600012,84.39904621,30.7,100.5,10,b,177.3131368
1,9.81403366,84.17212344,30.8,100.4,10,b,177.3131368
1,18.54030172,84.29011936,30.9,100.3,10,b,177.3131368
1,9.595014355,84.16304212,31,100.2,10,b,177.3131368
1,39.47407632,84.49889174,31.1,100.1,10,b,177.3131368
1,49.16713139,84.4171966,31.2,100,10,b,177.3131368
1,78.82159231,84.40812754,31.3,99.9,10,b,177.3131368
1,57.53837132,84.29920068,31.4,99.8,10,b,177.3131368
1,21.45565469,84.45350964,31.5,99.7,10,b,177.3131368
1,16.84432864,84.29011936,31.6,99.6,10,b,177.3131368
1,36.66053425,84.03596488,31.7,99.5,10,b,177.3131368
1,29.49964948,84.1811925,31.8,99.4,10,b,177.3131368
1,48.0647843,84.07227792,31.9,99.3,10,b,177.3131368
1,20.76404647,84.0904283,32,99.2,10,b,177.3131368
1,38.86997908,84.14489173,32.1,99.1,10,b,177.3131368
1,25.59916708,84.05411526,32.2,99,10,b,177.3131368
1,79.20000727,84.54428611,32.3,98.9,10,b,177.3131368
1,59.34098953,84.38089583,32.4,98.8,10,b,177.3131368
1,51.53112967,84.50797307,32.5,98.7,10,b,177.3131368
1,87.42328522,84.31735107,32.6,98.6,10,b,177.3131368
1,54.56968104,84.21750554,32.7,98.5,10,b,177.3131368
1,68.35413837,84.11766002,32.8,98.4,10,b,177.3131368
1,33.40814355,84.52612345,32.9,98.3,10,b,177.3131368
1,69.89702268,84.17212344,33,98.2,10,b,177.3131368
1,56.29438859,84.23565593,33.1,98.1,10,b,177.3131368
1,52.91934213,84.48074135,33.2,98,10,b,177.3131368
1,46.4366304,84.09950963,33.3,97.9,10,b,177.3131368
1,45.88751809,83.85442421,33.4,97.8,10,b,177.3131368
1,34.31712783,84.21750554,33.5,97.7,10,b,177.3131368
1,46.29524933,83.67288354,33.6,97.6,10,b,177.3131368
1,50.30574707,83.83626155,33.7,97.5,10,b,177.3131368
1,61.59180577,83.84534288,33.8,97.4,10,b,177.3131368
1,41.22975031,84.12674135,33.9,97.3,10,b,177.3131368
1,46.4672681,84.19027383,34,97.2,10,b,177.3131368
1,45.41269379,84.29920068,34.1,97.1,10,b,177.3131368
1,33.34459004,84.28103803,34.2,97,10,b,177.3131368
1,47.52536589,84.22658687,34.3,96.9,10,b,177.3131368
1,40.64728668,84.19027383,34.4,96.8,10,b,177.3131368
1,61.52177857,84.29011936,34.5,96.7,10,b,177.3131368
1,34.09330686,84.16304212,34.6,96.6,10,b,177.3131368
1,52.98052048,84.30826974,34.7,96.5,10,b,177.3131368
1,77.27221166,84.3718145,34.8,96.4,10,b,177.3131368
1,38.12320788,84.19935516,34.9,96.3,10,b,177.3131368
1,33.43583386,83.95426973,35,96.2,10,b,59.11149152
1,45.0740887,84.17212344,35.1,96.1,10,b,59.11149152
1,52.6296857,84.48074135,35.2,96,10,b,59.11149152
1,52.3148119,84.0904283,35.3,95.9,10,b,59.11149152
1,94.2410863,84.55335516,35.4,95.8,10,b,59.11149152
1,73.99913948,84.19935516,35.5,95.7,10,b,59.11149152
1,58.23512885,84.44444058,35.6,95.6,10,b,59.11149152
1,64.104722,84.31735107,35.7,95.5,10,b,59.11149152
1,58.60326585,84.4716723,35.8,95.4,10,b,59.11149152
1,48.20618533,83.99058278,35.9,95.3,10,b,59.11149152
1,45.42701095,83.89980631,36,95.2,10,b,59.11149152
1,45.1566014,83.92703802,36.1,95.1,10,b,59.11149152
1,56.64863459,83.79087945,36.2,95,10,b,59.11149152
1,48.18201948,83.87257459,36.3,94.9,10,b,59.11149152
1,73.36408167,84.15396079,36.4,94.8,10,b,59.11149152
1,52.336775,84.20842421,36.5,94.7,10,b,59.11149152
1,40.66436317,84.10857869,36.6,94.6,10,b,59.11149152
1,79.10414785,84.0450462,36.7,94.5,10,b,59.11149152
1,68.18658697,83.88165592,36.8,94.4,10,b,59.11149152
1,81.18491949,83.62748917,36.9,94.3,10,b,59.11149152
1,82.74186034,83.83626155,37,94.2,10,b,59.11149152
1,87.86119425,83.80904211,37.1,94.1,10,b,59.11149152
1,43.56539334,84.14489173,37.2,94,10,b,59.11149152
1,85.54026038,83.95426973,37.3,93.9,10,b,59.11149152
1,86.3381175,84.29011936,37.4,93.8,10,b,59.11149152
1,70.57893027,84.28103803,37.5,93.7,10,b,59.11149152
1,47.4918528,84.1811925,37.6,93.6,10,b,59.11149152
1,51.0831218,84.45350964,37.7,93.5,10,b,59.11149152
1,66.68976851,84.34458278,37.8,93.4,10,b,59.11149152
1,58.42144769,84.4171966,37.9,93.3,10,b,59.11149152
1,70.22701158,84.58966821,38,93.2,10,b,59.11149152
1,40.70937017,84.29920068,38.1,93.1,10,b,59.11149152
1,86.77108386,83.85442421,38.2,93,10,b,59.11149152
1,51.13725798,84.23565593,38.3,92.9,10,b,59.11149152
1,55.254715,84.40812754,38.4,92.8,10,b,59.11149152
1,60.7179145,84.4171966,38.5,92.7,10,b,59.11149152
1,76.30028931,84.15396079,38.6,92.6,10,b,59.11149152
1,59.22887884,84.20842421,38.7,92.5,10,b,59.11149152
1,85.75819354,83.94518841,38.8,92.4,10,b,59.11149152
1,55.69473828,83.99965183,38.9,92.3,10,b,59.11149152
1,68.5581516,84.21750554,39,92.2,10,b,59.11149152
1,103.2942528,84.17212344,39.1,92.1,10,b,59.11149152
1,64.5939821,84.22658687,39.2,92,10,b,59.11149152
1,79.16384055,84.19027383,39.3,91.9,10,b,59.11149152
1,66.13739845,84.46259097,39.4,91.8,10,b,59.11149152
1,87.4157856,84.05411526,39.5,91.7,10,b,59.11149152
1,84.60997235,84.46259097,39.6,91.6,10,b,59.11149152
1,62.52625408,84.07227792,39.7,91.5,10,b,59.11149152
1,61.80111317,83.92703802,39.8,91.4,10,b,59.11149152
1,84.70073336,84.25380631,39.9,91.3,10,b,59.11149152
1,46.6716182,83.70919658,40,91.2,10,b,59.11149152
1,61.73968917,84.05411526,40.1,91.1,10,b,59.11149152
1,53.94493853,83.7818104,40.2,91,10,b,59.11149152
1,68.26600147,84.29920068,40.3,90.9,10,b,59.11149152
1,79.9670109,84.29920068,40.4,90.8,10,b,59.11149152
1,88.31088245,84.19027383,40.5,90.7,10,b,59.11149152
1,62.65009323,83.95426973,40.6,90.6,10,b,59.11149152
1,43.38999629,84.31735107,40.7,90.5,10,b,59.11149152
1,73.30967007,83.99965183,40.8,90.4,10,b,59.11149152
1,108.8809993,84.25380631,40.9,90.3,10,b,59.11149152
1,107.8265223,84.1358104,41,90.2,10,b,59.11149152
1,68.82150501,84.51705439,41.1,90.1,10,b,59.11149152
1,71.15823203,84.26288764,41.2,90,10,b,59.11149152
1,83.07303424,84.56243649,41.3,89.9,10,b,59.11149152
1,119.6091751,84.27196897,41.4,89.8,10,b,59.11149152
1,90.27744462,84.24473726,41.5,89.7,10,b,59.11149152
1,73.38774019,84.36273317,41.6,89.6,10,b,59.11149152
1,96.44878768,84.4171966,41.7,89.5,10,b,59.11149152
1,48.0014728,84.34458278,41.8,89.4,10,b,59.11149152
1,52.4282339,84.38089583,41.9,89.3,10,b,59.11149152
1,93.91713608,84.23565593,42,89.2,10,b,59.11149152
1,73.07259966,84.24473726,42.1,89.1,10,b,59.11149152
1,67.91509778,84.29920068,42.2,89,10,b,59.11149152
1,79.2421041,84.0904283,42.3,88.9,10,b,59.11149152
1,91.88964317,83.75457868,42.4,88.8,10,b,59.11149152
1,86.9712878,84.21750554,42.5,88.7,10,b,59.11149152
1,80.21504844,84.4716723,42.6,88.6,10,b,59.11149152
1,104.6026756,84.99814391,42.7,88.5,10,b,59.11149152
1,58.8886675,84.61689992,42.8,88.4,10,b,59.11149152
1,30.17520277,84.52612345,42.9,88.3,10,b,59.11149152
1,97.07364112,84.50797307,43,88.2,10,b,59.11149152
1,78.0697441,84.58966821,43.1,88.1,10,b,59.11149152
1,90.16060117,84.23565593,43.2,88,10,b,59.11149152
1,60.93660937,84.34458278,43.3,87.9,10,b,59.11149152
1,93.86516298,84.38089583,43.4,87.8,10,b,59.11149152
1,91.42479464,84.23565593,43.5,87.7,10,b,59.11149152
1,85.68166144,84.27196897,43.6,87.6,10,b,59.11149152
1,69.24066697,84.24473726,43.7,87.5,10,b,59.11149152
1,119.5404647,84.17212344,43.8,87.4,10,b,59.11149152
1,47.98609863,84.43535925,43.9,87.3,10,b,59.11149152
1,67.39324739,84.07227792,44,87.2,10,b,59.11149152
1,123.5583766,83.97242012,44.1,87.1,10,b,59.11149152
1,79.95181571,84.01781449,44.2,87,10,b,59.11149152
1,64.95730526,83.91795669,44.3,86.9,10,b,59.11149152
1,81.18468173,84.59873726,44.4,86.8,10,b,59.11149152
1,80.16274394,84.3718145,44.5,86.7,10,b,59.11149152
1,91.27909414,84.19935516,44.6,86.6,10,b,59.11149152
1,90.182684,84.19027383,44.7,86.5,10,b,59.11149152
1,66.29403214,84.45350964,44.8,86.4,10,b,59.11149152
1,95.67866374,84.42627792,44.9,86.3,10,b,59.11149152
1,50.85295036,84.14489173,45,86.2,10,b,59.11149152
1,92.42819388,84.33550145,45.1,86.1,10,b,59.11149152
